ID,Name,LongName,photoUrl,playerUrl,Nationality,Age,Club,Contract,Positions,Preferred Foot,Best Position,Joined,Loan Date End,W/F,SM,A/W,D/W,IR,Hits,Weight_kg,Height_cm,Value_eur,Release Clause_eur,Wage_eur
230442,Matheus Bardeira,Matheus Jadson Bardeira Cunha,https://cdn.sofifa.com/players/230/442/21_60.png,http://sofifa.com/player/230442/matheus-jadson-bardeira-cunha/210006/,Brazil,20,São Paulo,2019 ~ 2023,ST,Right,ST,2019-01-01,,3 ★,2★,High,High,1 ★,47.0,85,187.0,16000000.0,22800000.0,33000.0
235889,C. Ünder,Cengiz Ünder,https://cdn.sofifa.com/players/235/889/21_60.png,http://sofifa.com/player/235889/cengiz-under/210006/,Turkey,22,Leicester City,2017 ~ 2023,"RM, RW",Left,LM,2017-07-17,,4 ★,3★,Medium,Medium,1 ★,170.0,66,173.0,22500000.0,29400000.0,66000.0
234835,Domingos Duarte,Domingos Sousa Menezes Duarte,https://cdn.sofifa.com/players/234/835/21_60.png,http://sofifa.com/player/234835/domingos-sousa-menezes-duarte/210006/,Portugal,25,Granada CF,2019 ~ 2023,CB,Right,CB,2019-07-14,,3 ★,2★,Medium,Medium,1 ★,50.0,78,190.0,17500000.0,26100000.0,25000.0
234236,P. Schick,Patrik Schick,https://cdn.sofifa.com/players/234/236/21_60.png,http://sofifa.com/player/234236/patrik-schick/210006/,Czech Republic,24,Bayer 04 Leverkusen,2020 ~ 2025,"ST, RW",Left,ST,2020-09-08,,2 ★,4★,Medium,Medium,2 ★,125.0,73,186.0,22500000.0,27600000.0,56000.0
232580,Gabriel,Gabriel dos S. Magalhães,https://cdn.sofifa.com/players/232/580/21_60.png,http://sofifa.com/player/232580/gabriel-dos-s-magalhaes/210006/,Brazil,22,Arsenal,2020 ~ 2025,CB,Left,CB,2020-09-01,,2 ★,2★,Medium,High,1 ★,283.0,87,190.0,26500000.0,27300000.0,59000.0
231447,D. Malen,Donyell Malen,https://cdn.sofifa.com/players/231/447/21_60.png,http://sofifa.com/player/231447/donyell-malen/210006/,Netherlands,21,PSV,2017 ~ 2024,ST,Right,ST,2017-08-31,,3 ★,4★,Medium,Low,2 ★,408.0,78,179.0,29000000.0,24000000.0,17000.0
231352,T. Abraham,Tammy Abraham,https://cdn.sofifa.com/players/231/352/21_60.png,http://sofifa.com/player/231352/tammy-abraham/210006/,England,22,Chelsea,2014 ~ 2023,ST,Right,ST,2014-10-01,,3 ★,3★,Medium,Medium,1 ★,239.0,87,196.0,29000000.0,31500000.0,77000.0
231340,G. Montiel,Gonzalo Montiel,https://cdn.sofifa.com/players/231/340/21_60.png,http://sofifa.com/player/231340/gonzalo-montiel/210006/,Argentina,23,River Plate,2015 ~ 2021,"RB, RWB",Right,RB,2015-10-14,,3 ★,3★,High,Medium,1 ★,342.0,70,175.0,27000000.0,20800000.0,15000.0
230977,M. Almirón,Miguel Almirón,https://cdn.sofifa.com/players/230/977/21_60.png,http://sofifa.com/player/230977/miguel-almiron/210006/,Paraguay,26,Newcastle United,2019 ~ 2024,"CAM, RM, LW",Left,CAM,2019-01-31,,2 ★,4★,High,High,1 ★,63.0,63,174.0,16500000.0,23700000.0,43000.0
230767,Renato Sanches,Renato Júnior Luz Sanches,https://cdn.sofifa.com/players/230/767/21_60.png,http://sofifa.com/player/230767/renato-junior-luz-sanches/210006/,Portugal,22,LOSC Lille,2019 ~ 2023,"CM, RM, CDM",Right,CAM,2019-08-23,,4 ★,4★,High,High,3 ★,363.0,70,176.0,28500000.0,30500000.0,33000.0
230460,Prazeracinho,Jonathan Prazeres Conradi,https://cdn.sofifa.com/players/230/460/21_60.png,http://sofifa.com/player/230460/jonathan-prazeres-conradi/210006/,Brazil,20,Flamengo,2019 ~ 2023,LW,Left,LW,2019-01-01,,4 ★,4★,High,Low,1 ★,23.0,70,172.0,16000000.0,20700000.0,33000.0
210047,F. Schär,Fabian Schär,https://cdn.sofifa.com/players/210/047/21_60.png,http://sofifa.com/player/210047/fabian-schar/210006/,Switzerland,28,Newcastle United,2018 ~ 2021,CB,Right,CB,2018-07-26,,4 ★,2★,High,Medium,2 ★,68.0,84,188.0,14000000.0,20700000.0,41000.0
235353,I. Sarr,Ismaïla Sarr,https://cdn.sofifa.com/players/235/353/21_60.png,http://sofifa.com/player/235353/ismaila-sarr/210006/,Senegal,22,Watford,2019 ~ 2024,"RM, ST",Right,RM,2019-08-08,,2 ★,4★,High,Medium,1 ★,580.0,76,185.0,31500000.0,32000000.0,19000.0
230440,Fredditinho,Fred Claudinei Tófoli Vilela,https://cdn.sofifa.com/players/230/440/21_60.png,http://sofifa.com/player/230440/fred-claudinei-tofoli-vilela/210006/,Brazil,32,Palmeiras,2019 ~ 2023,ST,Right,ST,2019-01-01,,1 ★,2★,Medium,Medium,1 ★,5.0,87,188.0,11500000.0,15300000.0,43000.0
230426,Arturo Inálcio,Arturo Adolfo Inálcio Dutra,https://cdn.sofifa.com/players/230/426/21_60.png,http://sofifa.com/player/230426/arturo-adolfo-inalcio-dutra/210006/,Brazil,20,Flamengo,2019 ~ 2023,"CM, CAM",Right,CM,2019-01-01,,3 ★,2★,Medium,Medium,1 ★,16.0,60,170.0,15500000.0,20700000.0,30000.0
230406,Guilson Paiva,G. Pierre Paiva Souza,https://cdn.sofifa.com/players/230/406/21_60.png,http://sofifa.com/player/230406/g-pierre-paiva-souza/210006/,Brazil,24,Flamengo,2019 ~ 2023,"RM, RW",Right,RM,2019-01-01,,4 ★,3★,Medium,Medium,1 ★,7.0,72,173.0,16000000.0,20700000.0,35000.0
230385,Albertinho Dutra,Alberto Marcelo Dutra Cirino,https://cdn.sofifa.com/players/230/385/21_60.png,http://sofifa.com/player/230385/alberto-marcelo-dutra-cirino/210006/,Brazil,28,São Paulo,2019 ~ 2023,"LW, LM",Left,LW,2019-01-01,,3 ★,4★,High,Low,1 ★,3.0,72,175.0,14000000.0,20000000.0,45000.0
230360,Everticinho,Everton Jorge Simão Resende,https://cdn.sofifa.com/players/230/360/21_60.png,http://sofifa.com/player/230360/everton-jorge-simao-resende/210006/,Brazil,20,Grêmio,2019 ~ 2023,"RB, RM, CM",Right,RB,2019-01-01,,3 ★,4★,Medium,Medium,1 ★,15.0,75,176.0,14500000.0,19000000.0,21000.0
230285,Vincente Dourado,Vincente Filho Dourado Hermes,https://cdn.sofifa.com/players/230/285/21_60.png,http://sofifa.com/player/230285/vincente-filho-dourado-hermes/210006/,Brazil,24,Flamengo,2019 ~ 2023,CB,Right,CB,2019-01-01,,3 ★,2★,Low,High,1 ★,9.0,88,190.0,14000000.0,18000000.0,31000.0
230212,Antônio Chiamuloira,A. Benjamin Chiamuloira Paes,https://cdn.sofifa.com/players/230/212/21_60.png,http://sofifa.com/player/230212/a-benjamin-chiamuloira-paes/210006/,Brazil,20,Internacional,2019 ~ 2023,"CB, LB",Left,CB,2019-01-01,,3 ★,2★,Medium,Medium,1 ★,16.0,79,182.0,14000000.0,19000000.0,20000.0
230206,Wellington Sabrão,Wellingt. Edson Sabrão Rolim,https://cdn.sofifa.com/players/230/206/21_60.png,http://sofifa.com/player/230206/wellingt-edson-sabrao-rolim/210006/,Brazil,32,Flamengo,2019 ~ 2023,"RB, LB",Right,RB,2019-01-01,,3 ★,2★,High,High,1 ★,8.0,66,169.0,9500000.0,11700000.0,37000.0
230183,Gazzolisco,Gérson Adriano Gutierres Serra,https://cdn.sofifa.com/players/230/183/21_60.png,http://sofifa.com/player/230183/gerson-adriano-gutierres-serra/210006/,Brazil,20,Internacional,2019 ~ 2023,"LB, LWB, LM",Left,LB,2019-01-01,,5 ★,3★,High,High,1 ★,29.0,73,186.0,14500000.0,19000000.0,20000.0
230147,F. Sacko,Falaye Sacko,https://cdn.sofifa.com/players/230/147/21_60.png,http://sofifa.com/player/230147/falaye-sacko/210006/,Mali,25,Vitória Guimarães,2016 ~ 2024,RB,Right,RB,2016-01-26,,3 ★,3★,High,Medium,1 ★,112.0,68,179.0,19000000.0,26100000.0,11000.0
230020,P. Lees-Melou,Pierre Lees-Melou,https://cdn.sofifa.com/players/230/020/21_60.png,http://sofifa.com/player/230020/pierre-lees-melou/210006/,France,27,OGC Nice,2017 ~ 2023,CM,Right,CM,2017-06-16,,4 ★,4★,High,High,1 ★,15.0,70,186.0,16000000.0,22700000.0,37000.0
222357,B. Embolo,Breel Embolo,https://cdn.sofifa.com/players/222/357/21_60.png,http://sofifa.com/player/222357/breel-embolo/210006/,Switzerland,23,Borussia Mönchengladbach,2019 ~ 2023,"ST, CAM",Right,ST,2019-07-01,,4 ★,3★,Medium,Medium,2 ★,215.0,86,185.0,22500000.0,27600000.0,37000.0
229391,Palhinha,João Maria Palhinha Gonçalves,https://cdn.sofifa.com/players/229/391/21_60.png,http://sofifa.com/player/229391/joao-maria-palhinha-goncalves/210006/,Portugal,24,Sporting CP,2015 ~ 2023,"CDM, CM",Right,CDM,2015-07-01,,4 ★,2★,Medium,High,1 ★,105.0,82,190.0,20500000.0,28600000.0,12000.0
219681,J. Amavi,Jordan Amavi,https://cdn.sofifa.com/players/219/681/21_60.png,http://sofifa.com/player/219681/jordan-amavi/210006/,France,26,Olympique de Marseille,2018 ~ 2021,LB,Left,LB,2018-07-01,,5 ★,3★,High,Medium,1 ★,101.0,70,176.0,16000000.0,21700000.0,37000.0
228336,F. Grillitsch,Florian Grillitsch,https://cdn.sofifa.com/players/228/336/21_60.png,http://sofifa.com/player/228336/florian-grillitsch/210006/,Austria,24,TSG 1899 Hoffenheim,2017 ~ 2022,"CM, CDM",Right,CM,2017-07-01,,3 ★,3★,Medium,Medium,2 ★,59.0,77,187.0,21000000.0,24000000.0,32000.0
226766,Daniel Podence,Daniel Castelo Podence,https://cdn.sofifa.com/players/226/766/21_60.png,http://sofifa.com/player/226766/daniel-castelo-podence/210006/,Portugal,24,Wolverhampton Wanderers,2020 ~ 2024,"LW, RW, CF",Right,RM,2020-01-30,,4 ★,4★,High,Medium,1 ★,217.0,58,165.0,20000000.0,26700000.0,72000.0
226491,K. Tierney,Kieran Tierney,https://cdn.sofifa.com/players/226/491/21_60.png,http://sofifa.com/player/226491/kieran-tierney/210006/,Scotland,23,Arsenal,2019 ~ 2024,"LB, LWB",Left,LB,2019-08-08,,3 ★,3★,High,High,1 ★,280.0,76,178.0,30000000.0,28400000.0,59000.0
225997,B. Verbič,Benjamin Verbič,https://cdn.sofifa.com/players/225/997/21_60.png,http://sofifa.com/player/225997/benjamin-verbic/210006/,Slovenia,26,Dynamo Kyiv,2018 ~ 2022,LM,Right,LM,2018-01-01,,3 ★,4★,High,Medium,1 ★,24.0,78,179.0,16500000.0,27300000.0,1000.0
225711,A. Diallo,Abdou Diallo,https://cdn.sofifa.com/players/225/711/21_60.png,http://sofifa.com/player/225711/abdou-diallo/210006/,France,24,Paris Saint-Germain,2019 ~ 2024,"CB, LB",Left,CB,2019-07-16,,3 ★,3★,Medium,Medium,2 ★,249.0,79,187.0,18000000.0,23100000.0,56000.0
225116,A. Meret,Alex Meret,https://cdn.sofifa.com/players/225/116/21_60.png,http://sofifa.com/player/225116/alex-meret/210006/,Italy,23,Napoli,2018 ~ 2023,GK,Left,GK,2018-07-05,,3 ★,1★,Medium,Medium,1 ★,145.0,83,190.0,27000000.0,23800000.0,36000.0
225085,J. Bamba,Jonathan Bamba,https://cdn.sofifa.com/players/225/085/21_60.png,http://sofifa.com/player/225085/jonathan-bamba/210006/,France,24,LOSC Lille,2018 ~ 2023,LM,Right,CAM,2018-07-02,,4 ★,4★,High,High,1 ★,119.0,70,175.0,21000000.0,27700000.0,33000.0
223898,P. Bernardoni,Paul Bernardoni,https://cdn.sofifa.com/players/223/898/21_60.png,http://sofifa.com/player/223898/paul-bernardoni/210006/,France,23,Angers SCO,2020 ~ 2024,GK,Left,GK,2020-07-01,,2 ★,1★,Medium,Medium,1 ★,42.0,78,190.0,18000000.0,23100000.0,16000.0
223816,J. Rodríguez,Jonathan Rodríguez,https://cdn.sofifa.com/players/223/816/21_60.png,http://sofifa.com/player/223816/jonathan-rodriguez/210006/,Uruguay,26,Cruz Azul,2019 ~ 2022,"ST, LW",Right,ST,2019-01-01,,3 ★,4★,High,Medium,1 ★,26.0,79,177.0,17000000.0,22200000.0,68000.0
223597,R. Aguilar,Ruben Aguilar,https://cdn.sofifa.com/players/223/597/21_60.png,http://sofifa.com/player/223597/ruben-aguilar/210006/,France,27,AS Monaco,2019 ~ 2024,"RB, RWB",Right,RB,2019-08-06,,3 ★,3★,High,Medium,1 ★,45.0,71,172.0,15000000.0,20700000.0,46000.0
223113,K. Piątek,Krzysztof Piątek,https://cdn.sofifa.com/players/223/113/21_60.png,http://sofifa.com/player/223113/krzysztof-piatek/210006/,Poland,25,Hertha BSC,2020 ~ 2025,ST,Right,ST,2020-01-30,,3 ★,3★,Medium,Medium,1 ★,132.0,77,183.0,21000000.0,24900000.0,48000.0
224069,K. Toko-Ekambi,Karl Toko-Ekambi,https://cdn.sofifa.com/players/224/069/21_60.png,http://sofifa.com/player/224069/karl-toko-ekambi/210006/,Cameroon,27,Olympique Lyonnais,2020 ~ 2024,"ST, LM",Right,ST,2020-06-08,,4 ★,3★,High,Medium,2 ★,70.0,78,185.0,15000000.0,20900000.0,65000.0
220604,Jaume,Jaume Domenech Sánchez,https://cdn.sofifa.com/players/220/604/21_60.png,http://sofifa.com/player/220604/jaume-domenech-sanchez/210006/,Spain,29,Valencia CF,2013 ~ 2023,GK,Right,GK,2013-09-24,,3 ★,1★,Medium,Medium,1 ★,18.0,73,185.0,11000000.0,18500000.0,28000.0
220093,H. Hateboer,Hans Hateboer,https://cdn.sofifa.com/players/220/093/21_60.png,http://sofifa.com/player/220093/hans-hateboer/210006/,Netherlands,26,Atalanta,2017 ~ 2022,RM,Right,RM,2017-01-31,,3 ★,3★,Medium,High,1 ★,73.0,72,185.0,16500000.0,21300000.0,52000.0
222943,Jony,Jonathan Rodríguez Menéndez,https://cdn.sofifa.com/players/222/943/21_60.png,http://sofifa.com/player/222943/jonathan-rodriguez-menendez/210006/,Spain,28,CA Osasuna,"Jun 30, 2021 On Loan",LM,Left,LM,2019-07-23,"Jun 30, 2021",3 ★,3★,High,Medium,1 ★,41.0,71,179.0,14000000.0,0.0,58000.0
209973,J. Nsame,Jean-Pierre Nsame,https://cdn.sofifa.com/players/209/973/21_60.png,http://sofifa.com/player/209973/jean-pierre-nsame/210006/,Cameroon,27,BSC Young Boys,2017 ~ 2023,ST,Right,ST,2017-07-21,,4 ★,3★,High,Medium,1 ★,19.0,88,188.0,16500000.0,18900000.0,28000.0
222077,M. Locatelli,Manuel Locatelli,https://cdn.sofifa.com/players/222/077/21_60.png,http://sofifa.com/player/222077/manuel-locatelli/210006/,Italy,22,Sassuolo,2019 ~ 2023,"CDM, CM",Right,CDM,2019-07-01,,3 ★,3★,Medium,Medium,1 ★,145.0,70,180.0,21000000.0,24700000.0,27000.0
221491,N. Elvedi,Nico Elvedi,https://cdn.sofifa.com/players/221/491/21_60.png,http://sofifa.com/player/221491/nico-elvedi/210006/,Switzerland,23,Borussia Mönchengladbach,2015 ~ 2022,CB,Right,CB,2015-07-01,,3 ★,3★,Medium,Medium,2 ★,157.0,78,189.0,20000000.0,24700000.0,30000.0
221445,Wu Lei,Lei Wu,https://cdn.sofifa.com/players/221/445/21_60.png,http://sofifa.com/player/221445/lei-wu/210006/,China PR,28,RCD Espanyol,2019 ~ 2024,"ST, LM, RM",Right,ST,2019-01-28,,4 ★,3★,Medium,Medium,1 ★,93.0,66,174.0,14500000.0,15800000.0,13000.0
220883,R. Borré,Rafael Santos Borré,https://cdn.sofifa.com/players/220/883/21_60.png,http://sofifa.com/player/220883/rafael-santos-borre/210006/,Colombia,24,River Plate,2017 ~ 2021,ST,Right,ST,2017-08-05,,3 ★,3★,High,High,1 ★,187.0,71,175.0,21500000.0,20700000.0,19000.0
220523,Y. Mina,Yerry Mina,https://cdn.sofifa.com/players/220/523/21_60.png,http://sofifa.com/player/220523/yerry-mina/210006/,Colombia,25,Everton,2018 ~ 2023,CB,Right,CB,2018-08-09,,3 ★,2★,Medium,Medium,1 ★,81.0,94,195.0,15500000.0,22700000.0,66000.0
220477,M. Caldara,Mattia Caldara,https://cdn.sofifa.com/players/220/477/21_60.png,http://sofifa.com/player/220477/mattia-caldara/210006/,Italy,26,Atalanta,"Jun 30, 2021 On Loan",CB,Right,CB,2018-08-02,"Jun 30, 2021",3 ★,2★,Medium,High,2 ★,142.0,80,187.0,18500000.0,0.0,37000.0
223053,A. Mena,Ángel Mena,https://cdn.sofifa.com/players/223/053/21_60.png,http://sofifa.com/player/223053/angel-mena/210006/,Ecuador,32,Club León,2019 ~ 2021,"RM, RW, CAM",Left,RM,2019-01-01,,4 ★,4★,High,Medium,1 ★,15.0,71,168.0,11000000.0,13600000.0,28000.0
223061,F. Cervi,Franco Cervi,https://cdn.sofifa.com/players/223/061/21_60.png,http://sofifa.com/player/223061/franco-cervi/210006/,Argentina,26,SL Benfica,2016 ~ 2023,LM,Left,LM,2016-01-04,,3 ★,4★,High,High,2 ★,68.0,62,165.0,16500000.0,24900000.0,16000.0
212692,Rony Lopes,Marcos Paulo Mesquita Lopes,https://cdn.sofifa.com/players/212/692/21_60.png,http://sofifa.com/player/212692/marcos-paulo-mesquita-lopes/210006/,Portugal,24,OGC Nice,"Jun 30, 2021 On Loan","LW, LM, CAM",Left,CAM,2019-08-14,"Jun 30, 2021",3 ★,4★,High,Medium,2 ★,66.0,68,174.0,21000000.0,0.0,27000.0
219581,S. Gigot,Samuel Gigot,https://cdn.sofifa.com/players/219/581/21_60.png,http://sofifa.com/player/219581/samuel-gigot/210006/,France,26,Spartak Moscow,2018 ~ 2022,CB,Right,CB,2018-07-01,,2 ★,2★,Medium,Medium,1 ★,53.0,83,187.0,17500000.0,20100000.0,51000.0
217546,Sequeira,Nuno Miguel Jerónimo Sequeira,https://cdn.sofifa.com/players/217/546/21_60.png,http://sofifa.com/player/217546/nuno-miguel-jeronimo-sequeira/210006/,Portugal,29,SC Braga,2017 ~ 2022,"LWB, LW, LB",Left,LWB,2017-07-01,,3 ★,3★,Medium,Medium,1 ★,16.0,79,184.0,12500000.0,17000000.0,16000.0
216435,S. Lobotka,Stanislav Lobotka,https://cdn.sofifa.com/players/216/435/21_60.png,http://sofifa.com/player/216435/stanislav-lobotka/210006/,Slovakia,25,Napoli,2020 ~ 2024,"CM, CDM",Right,CM,2020-01-15,,4 ★,4★,Medium,High,1 ★,52.0,64,170.0,20500000.0,24000000.0,57000.0
216373,Marcelo Goiano,Marcelo Augusto Ferreira Teixeira,https://cdn.sofifa.com/players/216/373/21_60.png,http://sofifa.com/player/216373/marcelo-augusto-ferreira-teixeira/210006/,Brazil,32,Sivasspor,2019 ~ 2021,"RB, CB",Right,RB,2019-07-01,,4 ★,3★,Medium,High,1 ★,5.0,68,176.0,9500000.0,13000000.0,20000.0
216150,D. Zappacosta,Davide Zappacosta,https://cdn.sofifa.com/players/216/150/21_60.png,http://sofifa.com/player/216150/davide-zappacosta/210006/,Italy,28,Genoa,"Jun 30, 2021 On Loan","RB, RWB",Right,RB,2017-08-31,"Jun 30, 2021",3 ★,3★,High,High,2 ★,39.0,70,185.0,12500000.0,0.0,77000.0
215057,I. Marcone,Iván Marcone,https://cdn.sofifa.com/players/215/057/21_60.png,http://sofifa.com/player/215057/ivan-marcone/210006/,Argentina,30,Elche CF,"Jun 30, 2021 On Loan","CDM, CM",Right,CDM,2019-01-18,"Jun 30, 2021",3 ★,3★,Low,High,1 ★,31.0,79,182.0,12000000.0,0.0,18000.0
214947,J. Gbamin,Jean-Philippe Gbamin,https://cdn.sofifa.com/players/214/947/21_60.png,http://sofifa.com/player/214947/jean-philippe-gbamin/210006/,Ivory Coast,24,Everton,2019 ~ 2024,"CDM, CM",Right,CB,2019-08-02,,3 ★,3★,Medium,High,1 ★,150.0,83,186.0,19500000.0,24700000.0,59000.0
214766,C. Izquierdoz,Carlos Izquierdoz,https://cdn.sofifa.com/players/214/766/21_60.png,http://sofifa.com/player/214766/carlos-izquierdoz/210006/,Argentina,31,Boca Juniors,2018 ~ 2022,CB,Right,CB,2018-07-05,,2 ★,2★,Medium,High,1 ★,16.0,88,185.0,9500000.0,10500000.0,18000.0
214097,B. Bourigeaud,Benjamin Bourigeaud,https://cdn.sofifa.com/players/214/097/21_60.png,http://sofifa.com/player/214097/benjamin-bourigeaud/210006/,France,26,Stade Rennais FC,2017 ~ 2023,"CM, LM",Right,CM,2017-06-14,,3 ★,3★,High,High,1 ★,60.0,68,178.0,17500000.0,24700000.0,47000.0
214047,M. Uribe,Mateus Uribe,https://cdn.sofifa.com/players/214/047/21_60.png,http://sofifa.com/player/214047/mateus-uribe/210006/,Colombia,29,FC Porto,2019 ~ 2023,"CM, CDM",Right,CM,2019-08-05,,4 ★,3★,High,High,1 ★,55.0,71,182.0,13500000.0,20000000.0,16000.0
213666,R. Loftus-Cheek,Ruben Loftus-Cheek,https://cdn.sofifa.com/players/213/666/21_60.png,http://sofifa.com/player/213666/ruben-loftus-cheek/210006/,England,24,Fulham,"Jun 30, 2021 On Loan",CM,Right,CAM,2013-06-03,"Jun 30, 2021",3 ★,4★,High,Medium,1 ★,141.0,88,191.0,22000000.0,0.0,70000.0
213160,R. Zobnin,Roman Zobnin,https://cdn.sofifa.com/players/213/160/21_60.png,http://sofifa.com/player/213160/roman-zobnin/210006/,Russia,26,Spartak Moscow,2016 ~ 2024,"CDM, CM, LM",Right,RWB,2016-07-01,,3 ★,4★,High,High,1 ★,38.0,78,182.0,16500000.0,19300000.0,51000.0
212501,L. Dendoncker,Leander Dendoncker,https://cdn.sofifa.com/players/212/501/21_60.png,http://sofifa.com/player/212501/leander-dendoncker/210006/,Belgium,25,Wolverhampton Wanderers,2019 ~ 2023,"CB, CM",Right,CB,2019-07-01,,4 ★,2★,High,High,2 ★,139.0,88,189.0,18500000.0,24700000.0,66000.0
212300,J. O'Connell,Jack O'Connell,https://cdn.sofifa.com/players/212/300/21_60.png,http://sofifa.com/player/212300/jack-oconnell/210006/,England,26,Sheffield United,2016 ~ 2023,CB,Left,CB,2016-07-08,,2 ★,2★,High,Medium,1 ★,70.0,85,191.0,17500000.0,23700000.0,36000.0
212213,Ricardo Esgaio,Ricardo Sousa Esgaio,https://cdn.sofifa.com/players/212/213/21_60.png,http://sofifa.com/player/212213/ricardo-sousa-esgaio/210006/,Portugal,27,SC Braga,2017 ~ 2024,"RWB, RW, RB",Right,RWB,2017-07-01,,4 ★,4★,High,Medium,1 ★,13.0,68,173.0,15000000.0,21800000.0,16000.0
212183,Nacho,José Ignacio Martínez García,https://cdn.sofifa.com/players/212/183/21_60.png,http://sofifa.com/player/212183/jose-ignacio-martinez-garcia/210006/,Spain,31,Real Valladolid CF,2017 ~ 2022,"LB, LWB",Left,LB,2017-07-06,,3 ★,3★,High,Medium,1 ★,14.0,67,175.0,10000000.0,15800000.0,21000.0
212153,R. Gagliardini,Roberto Gagliardini,https://cdn.sofifa.com/players/212/153/21_60.png,http://sofifa.com/player/212153/roberto-gagliardini/210006/,Italy,26,Inter,2017 ~ 2023,"CDM, CM",Right,CDM,2017-08-01,,3 ★,3★,Medium,High,2 ★,49.0,77,188.0,16500000.0,20400000.0,77000.0
212096,V. Grifo,Vincenzo Grifo,https://cdn.sofifa.com/players/212/096/21_60.png,http://sofifa.com/player/212096/vincenzo-grifo/210006/,Italy,27,SC Freiburg,2019 ~ 2024,"LM, CF",Right,LM,2019-09-02,,2 ★,4★,Medium,Medium,1 ★,26.0,77,180.0,15000000.0,19800000.0,28000.0
211899,F. Niederlechner,Florian Niederlechner,https://cdn.sofifa.com/players/211/899/21_60.png,http://sofifa.com/player/211899/florian-niederlechner/210006/,Germany,29,FC Augsburg,2019 ~ 2022,ST,Right,ST,2019-07-01,,4 ★,3★,High,High,1 ★,15.0,86,187.0,14000000.0,18900000.0,35000.0
210864,E. Hysaj,Elseid Hysaj,https://cdn.sofifa.com/players/210/864/21_60.png,http://sofifa.com/player/210864/elseid-hysaj/210006/,Albania,26,Napoli,2015 ~ 2021,"RB, LB",Right,RB,2015-08-02,,3 ★,3★,Medium,Medium,2 ★,84.0,70,182.0,17000000.0,20400000.0,54000.0
210537,R. Steffen,Renato Steffen,https://cdn.sofifa.com/players/210/537/21_60.png,http://sofifa.com/player/210537/renato-steffen/210006/,Switzerland,28,VfL Wolfsburg,2018 ~ 2023,RM,Left,RM,2018-01-10,,3 ★,3★,High,Medium,1 ★,33.0,65,170.0,14000000.0,17900000.0,48000.0
210463,D. Machís,Darwin Machís,https://cdn.sofifa.com/players/210/463/21_60.png,http://sofifa.com/player/210463/darwin-machis/210006/,Venezuela,27,Granada CF,2019 ~ 2021,"LM, ST",Right,LM,2019-07-28,,4 ★,4★,High,Medium,1 ★,43.0,74,174.0,15000000.0,23100000.0,29000.0
210315,De Tomás,Raúl de Tomás Gómez,https://cdn.sofifa.com/players/210/315/21_60.png,http://sofifa.com/player/210315/raul-de-tomas-gomez/210006/,Spain,25,RCD Espanyol,2020 ~ 2026,ST,Right,ST,2020-01-09,,4 ★,3★,Medium,Medium,1 ★,39.0,72,181.0,18000000.0,20500000.0,12000.0
210287,J. Córdoba,Jhon Córdoba,https://cdn.sofifa.com/players/210/287/21_60.png,http://sofifa.com/player/210287/jhon-cordoba/210006/,Colombia,27,Hertha BSC,2020 ~ 2024,ST,Right,ST,2020-09-15,,3 ★,3★,High,Medium,1 ★,84.0,85,188.0,16500000.0,21300000.0,50000.0
229237,M. Akanji,Manuel Akanji,https://cdn.sofifa.com/players/229/237/21_60.png,http://sofifa.com/player/229237/manuel-akanji/210006/,Switzerland,24,Borussia Dortmund,2018 ~ 2022,CB,Right,CB,2018-01-15,,3 ★,2★,Medium,Medium,2 ★,168.0,91,187.0,20000000.0,24700000.0,42000.0
235410,Y. En-Nesyri,Youssef En-Nesyri,https://cdn.sofifa.com/players/235/410/21_60.png,http://sofifa.com/player/235410/youssef-en-nesyri/210006/,Morocco,23,Sevilla FC,2020 ~ 2025,ST,Left,ST,2020-01-16,,4 ★,3★,High,High,1 ★,107.0,78,188.0,21500000.0,30500000.0,27000.0
230065,S. Serdar,Suat Serdar,https://cdn.sofifa.com/players/230/065/21_60.png,http://sofifa.com/player/230065/suat-serdar/210006/,Germany,23,FC Schalke 04,2018 ~ 2022,"CM, CDM, CAM",Right,CM,2018-07-01,,3 ★,3★,High,Medium,1 ★,131.0,75,184.0,22000000.0,26600000.0,27000.0
207993,S. Kolašinac,Sead Kolašinac,https://cdn.sofifa.com/players/207/993/21_60.png,http://sofifa.com/player/207993/sead-kolasinac/210006/,Bosnia Herzegovina,27,Arsenal,2017 ~ 2022,"LB, LWB",Left,CB,2017-07-01,,2 ★,3★,High,Medium,2 ★,84.0,86,183.0,15000000.0,20700000.0,69000.0
204024,C. Kramer,Christoph Kramer,https://cdn.sofifa.com/players/204/024/21_60.png,http://sofifa.com/player/204024/christoph-kramer/210006/,Germany,29,Borussia Mönchengladbach,2016 ~ 2023,CDM,Right,CDM,2016-07-01,,3 ★,3★,High,High,2 ★,31.0,76,191.0,12000000.0,15300000.0,37000.0
124375,B. Yılmaz,Burak Yılmaz,https://cdn.sofifa.com/players/124/375/21_60.png,http://sofifa.com/player/124375/burak-yilmaz/210006/,Turkey,34,LOSC Lille,2020 ~ 2022,ST,Right,ST,2020-08-01,,3 ★,3★,High,Low,2 ★,63.0,77,188.0,7000000.0,10500000.0,41000.0
